,review_text,majority_vote
243,Pengiriman barang lama dan lewat dari waktu yang ditentukan sendiri oleh mereka... Harus nya jasa kirim di perbanyak dan costumer bisa memilih jasa kirim mana yang akan dipakai.,SADNESS
244,"Kirim obat udah nunggu 3 jam alhasil di cancel otomatis, pesen ulang malah dapet driver yang ngaco. Percuma pesen instan, jika obat keperluan pasien tidak terpenuhi. Coba lebih di perhatikan dan di tingkatkan kembali layanan nya",SADNESS
245,Pelayanan cepat tanggap,HAPPINESS
246,Sangat membantu Dikala Darurat,HAPPINESS
247,Dokter fast response,HAPPINESS
248,"Resep obat yg diberi oleh dokter tidak bisa sembarangan beli di apotik terdekat, disuruh pake resep tulis tangan dari dokternya langsung, kan tolol resep digital dan resep tulis tangan apa bedanya?",ANGER
249,Bgus bngtt aplikasi nya jdi gampang klau mau konsul sama dokter,HAPPINESS
250,"App yg simple tp sangat membantu. Terhubung mudah dg dokter, asuransi, apotek dengan harga terjangkau. Terima kasih",HAPPINESS
251,Lemot ribet Mo konsul dktr ga ada stanby,SADNESS
252,Mantaabbb,HAPPINESS
253,Sangat membantu sekali di saat tidak bisa tatap muka langsung dengan dokter,HAPPINESS
254,Aplikasi ribet bgt cara bayarnya. Mending gw beralih ke apilikasi sebelah,ANGER
255,Masya Allah aplikasi halodoc ini sangat membantu sekali. Terimakasih banyak halodoc!,HAPPINESS
256,Sangat membantu untuk yg tidak bisa pergi ke dokter,HAPPINESS
257,PAYAH.,ANGER
258,halodoc sangat membantu,HAPPINESS
259,"Memudahkan orang sibuk, bisa diskusi dgn dokter walaupun saya sedsng dijalan.",HAPPINESS
260,Dokter cepat respon,HAPPINESS
261,Punya dokter pribadi dimanapun berada,HAPPINESS
262,keren ngobrol sama sikolog di sini❤,HAPPINESS
263,"Aku pas mau jadwalin konsul ke2 selalu bilangnya slot waktu tak tersedia bahkan aku coba seminggu kedepan tetep slot waktu tak tersedia. Ini sengaja apa gimana sih jelek banget. Minimal pas kita disuruh nentuin jadwal konsul ke2 kasih liat kek jadwal dokternya, nda harus detail jadwalnya, yang penting kasih liat kapan aja dokternya tak tersedia. Kan kalo gini repot, nyuruh jadwalin konsuk tanggal sekian tapi malah jadwalnya full. Ga jelas nih apk",ANGER
264,"Saya cukup kecewa karena dokter slow respon sedangakan waktu yang diberikan terbatas, jika seandainya dokter tidak bisa sepenuh nya memberikan waktu untuk berkonsultasi sebaiknya tidak usah menerima layanan. Dari hasil konsultasi tetakhir, banyak pertanyaan yang belum terjawab namun waktu konsultasi sudah berakhir secara otomatis karena dokter yang slow respon. Dengan biaya yang sudah dikeluarkan, saya cukup kecewa dengan pelayanan yang diberikan. Semoga bisa jadi bahan perbaikan kdepannya.",SADNESS
265,Bagus sih...baru pertama kali..dokternya ramah...detail bgt,HAPPINESS
266,"kapok bgt, obat ga sampe sampe. cs pelayanan nya ga bagus.",ANGER
267,"Awal2nya bagus sangat berguna, tapi entah kenapa dari bulan memarin pakai aplikasi ini kok jadinya hp ku ngeblank jd terpaksa di hapus ini aplikasinya.. Hp kuh sudah normal lagi dan mencoba donwloud aplikasi halodoc lagi eh pas di pakai mau beli obat lagi bikin hp ku ngeblank lagi jdi langsung tak hapus lagi aplikasinya, dari pada nanti hp ku parah.. Tolong di perbaiki dong kenapa karena udah 2x aplikasi ini bikin hp ku ngeblank trs setiap mau transaksi pembelian obat...",SADNESS
268,"Pengalaman pertama konsultasi online, dokter nya ramah dan detail menjelaskan keluhan yang saya alami, terimakasih halodoc sangat bermanfaat🙏",HAPPINESS
269,Selesai bayar ternyata doktersibuk..dan di curuh cari dokter lain dan bayar lagi,SADNESS
270,Simple,HAPPINESS
271,Aplikasi yang sangat membantu dalam keadaan urgent terkait dengan kesehatan,HAPPINESS
272,"saya sudah ingin kembali konsultasi kepada dokter saya, tetapi selalu tidak bisa tulisan nya dokter sedang sibuk padahal jadwalnya masih banyak itu bagaimana yaa??",SADNESS
273,Selalu puas buanget jika chat sama dokter umum maupun spesialis,HAPPINESS
274,Ini sih bagus banget halodoc ini mamah aku sampai bisa perawatan kulit cocok banget sih buat para ibu-ibu yang jaga kulit tunggu apa lagi yuk buruan download,HAPPINESS
275,Sampai sesi konsultasi berakhir tidak ada respon atau jawaban dari bidan. Lalu mengapa menerima permintaan sesi konsultasi jika tidak standby. Kecewa karena ini bukan konsultasi berbayar namun tidak mendapatkan feedback apapun.,SADNESS
276,Aplikasi kaya virus berat di hp. Masa iya hp ram 8 berasa hp jadul buka nih aplikasi,ANGER
277,Mantap. Dokternya pun pelayanannya sangat mantap,HAPPINESS
278,error terus gagal pembelian,SADNESS
279,"Sangat Membantu, di tangani oleh dokter yg ramah",HAPPINESS
280,"Dari tahun lalu sudah konsul ke dr spkk dihalodoc, tapi kurang memuaskan karna mungkin dr nya jg banyak pasien it's okay si tapi jadi banyak pertanyaan yg gak terjawab :') memangnya misal jam 11 dlm satu wktu sampai berapa pasien ya? dan saya habis konsul tadi, ko riwayat konsul nya skrng udh gaada ya? Saya mau ngecek lagi buat liat resepnya.. Tapi gak muncul, saya kira harus diperbaharui lagi. Ternyata engga msh aman, kenapa ya? Mintol dong admin, bingung nih jadinya mau nebus resep obat.",SADNESS
281,"helpfull kalo tiba2 butuh bantuan medis, terutama di hari raya / libur.",HAPPINESS
282,"Dokter menyenangkan utk konsultasi, cepat tanggap dan mudah utk dimengerti, mantappp",HAPPINESS
283,menyenangkan. puasss,HAPPINESS
284,"Aplikasinya lelet bgt ya, mau konsul udh bayar tapi prosesnya lama. Giliran udh berhasil ternyata keburu dokternya sibuk, jd harus nunggu uangnya balik dulu gatau brp lama😔",SADNESS
285,Terbaik 👍,HAPPINESS
286,Memudahkan sekali dan terbantukan dengan dokter2nya ...terimakasih hallodoc,HAPPINESS
287,Ngebantuuuu bangettt,HAPPINESS
288,"pas udh bayar baru ada pemberitahuan dokternya sibuk, trs ga bisa di chat tp uangnya tidak kembali, ini gimana pihak halodoc saya rugi, saya mau konsul tiba"" rugi gini",ANGER
289,Kalo beli obat apalagi rumah jauh dr kota lebih baik order online di Halodoc aja soalnya estimasi tiba tgl 3 Oktober eh hari ini udah dateng Makasih,HAPPINESS
290,Pelayanan cepat.akurat..rekomended app,HAPPINESS
291,Pelayanan bagus cepat dan tepat,HAPPINESS
292,"Sangat membantu saat sakit gejala ringan,",HAPPINESS
293,"Sangat memuaskan,dokternya Ramah dan Informatif",HAPPINESS
294,Sangat membantu banget 👍,HAPPINESS
295,Dokternya penjelansanaya sangat jelas,HAPPINESS
296,Aplikasi sangat joss,HAPPINESS
297,"Untuk dokter umum Budiyanto MARS sangat responsif, suka konsultasi dengan beliau, terimakasih hallodoc.",HAPPINESS
298,Aplikasi yang sangat membantu untuk berkonsultasi dengan dokter spesialis dengan lebih intens.,HAPPINESS
299,"Tidak bisa menyimpan alamat secara manual, alamatnya ditentukan secara otomatis... lokasi pin sudah sesuai tapi alamat yg muncul berbeda, masukin alamat manual malah yg keluar alamat2 rekomendasi yg gk jelas 😑 perbaiki itu, apa gunanya fitur simpan alamat kalau gk bisa disetting alamat secara manual?? contoh fitur simpan alamat dari E-commerce yg bisa simpan alamat secara manual, tag pin akurat sesuai alamat yg ter pin 🙄 isi alamatnya ribet",SADNESS
300,mantab degh,HAPPINESS
301,"Dokternya respon cepat, dan pengiriman obatnya juga cepat. Sangat membantu sekali, tidak perlu antri dan cari2 dokter yg praktek..",HAPPINESS
302,"sangat tidak membantu. saya konsul spesialis kulit 3x bukannya jerawat sembuh malah tambah parah dan banyak. haduh, saya bayar ini bukan gratis",SADNESS
303,gopay ada isinya bilang nol. payah. org lagi sakit sistem nya jelek.,ANGER
304,Membantu di saat kondisi darurat,HAPPINESS
305,Dokternya sangat membantu🙏,HAPPINESS
306,Luar biasa,HAPPINESS
307,konsul gak pake susah via halodoc,SADNESS
308,Masyaallah Aplikasinya sangat profesional sekali dan sangat membantu saya Semoga Halodoc berkembang terus membantu para pasien terhubung dengan keperluannya.,HAPPINESS
309,Payah,ANGER
310,"Kecewa bngt, dapetnya dokternya tdk bertanggung jawab padahal udah bayar tapi ngk di respon padahalnya jadwalnya bisa langsung chat sampe akhirnya hangus deh dan harus cari dokter lain dan harus bayar lagi 😥 semoga ngk gitu lagi",SADNESS
311,"udah isi saldo biar bisa konsultasi, eh tpi dokter nya mlah sibuk, sia sia udh payment, BALIKIN DUIT GUE WOI",ANGER
312,"Aplikasi bagus,dokternya tinggal pilih,dokternya cepat tanggap,baik ramah menjawab semua pertanyaan kita",HAPPINESS
313,Cepat dan ori,HAPPINESS
314,"Saya sangat kecewa dengan Dr irma permamasari gani SP.KJ Beliau tanya keluhan saya, saya jawab Lalu sangat lama sekali beliau tidak balas..tiba2 wkt sudah selesai. Saya bayar untuk cari solusi bu Bukan untuk tau keluhan saya apa aja",SADNESS
315,"Baik , respon cepat , top",HAPPINESS
316,Dokter slow respon waktu keburu habis,SADNESS
317,"service memuaskan, hanya kadang obat tdk ready di apotik..mungkin apt nya perlu di review, dan diganti ke apt yg LBH lengkap",HAPPINESS
318,Untuk komunikasi atau chat online slow respon. Dan waktunya terus berjalan. Tdk mendapatkan apapa. Kecuali saya rugi bayar untuk konsul online,SADNESS
319,udah seneng bisa berobat d rumah lewat halodoc tp kecewa pertama transaksi udh TF transaksi halodoc tidak muncul sehingga harus nunggu 2x24 jam padahal pengen cepet2 Konsul sama dokter tolong d perbaiki lagi,SADNESS
320,dokter sangat kooperatif,HAPPINESS
321,"Respon baik dan cepat, mantap",HAPPINESS
322,aplikasinya sangat membantu dan mudah tanpa nunggu lama serta dapat di gunakan dimana saja...,HAPPINESS
323,cocokkk,HAPPINESS
324,on time goods,HAPPINESS
325,Aplikasinya sangat membantu. Respon dokternya cepat dan pengiriman juga tepat waktu.,HAPPINESS
326,Membantu ibu ibu ovt sih,HAPPINESS
327,menyenangkan,HAPPINESS
328,"dokter ya baek ,cepat respon",HAPPINESS
329,"Saya booking konsultasi dari jauh-jauh hari untuk tiba2 dibatalkan sepihak tanpa konfirmasi lebih lanjut dan notifikasi apa-apa? Bukan soal uang ya, tapi hargai juga waktu dan sense of urgency pasien. Kecewa berat sih. Harusnya kalo gak bisa ambil pasien ya gak usah sediain jadwal konsul",SADNESS
330,"udah Konsul dengan psikiater tapi gak dapat resepnya, mengecewakan, buang2 duit , mau beli obatnya juga gak tau obat apaan",SADNESS
331,"kalo gabisa yauda jangan di batalin dong dikira enak apa , dah transaksi error gajelas",ANGER
332,"Sangat membantu saya,konsultasinya",HAPPINESS
333,Dokter yg ada di halodok memberi penjelasan yg detail dan membuat keluarga merasa nyaman,HAPPINESS
334,Baguss bngt,HAPPINESS
335,Beli obat dari Blok A Kby Baru dapat nya apotik di Cengkareng. parah,ANGER
336,"beberapa hari ini tidak bisa buat janji offline, tolong diperbaiki",SADNESS
337,Saya merasah terbantu dengan aplikasi ini. Sangat bermanfaat. Cuma terkadang harga obat mahal jika beli satuan. Kalau beli beberapa Item cukup murah. Kalau bisah sih harga obat jangan mahal-mahal walau cuma beli 1.,HAPPINESS
338,"Keren banget, bisa menyelesaikan keresahan kita tanpa harus keluar rumah",HAPPINESS
339,Baik layanan,HAPPINESS
340,Ku kira tanya jawabnya gratis. Ternyata bayar.,SADNESS
341,TERBAIK,HAPPINESS
342,"Bberapa kali konsultasi, dokternya ada yg slow respon, ada juga yg fast respon. Waktunya memang 30 menit, tapi kadang baru aja 10 menit berlalu dokternya buru2 mengakhiri percakapan, padahal saya masih mikir apa lagi yg mau saya tanyakan terkait keluhan saya. Jadi kurang puas dengan pelayanannya, krn langsung di endchat.",SADNESS
343,"Saya sudah bayar mau konsultasi eehh malah disuruh bayar lagi pas awal mau konsultasi malah dokternya sibuk, gimana sih halodoc buang buang uang saya saja, ganti rugi donk",ANGER
344,Bagus membantu sekali,HAPPINESS
345,halo doc the best,HAPPINESS
346,Pesanan terkonfirmasi mulu. Kecewa berat cook,SADNESS
347,"Dokternya ramah, smg resepnya cocok",HAPPINESS
348,Membantu dikala masih bimbang apa yg harus dilakukan setelah menerima hasil dari rs,HAPPINESS
349,dokter nya kooperatif sekali,HAPPINESS
350,Okkkkkkk bangettt broo dan maknyuss,HAPPINESS
351,saya kecewa dengan halo doc. mulai seterusnya saya tidak akan mau pakai halo doc.,SADNESS
352,Respon sangat baik sekali dan jelas,HAPPINESS
353,terimakasih sudah membantu di saat membutuhkan obat,HAPPINESS
354,Dokter nya sangat cepat dan tanggap mudah di pahami juga thankyou 🙂😇,HAPPINESS
355,luar biasa,HAPPINESS
356,"apk gblk gabisa tag lokasi giliran driver marah² nyalahin penggunanya mana ada minimal pembelanjaan lagi,ga worth it nyesel download apk ini",ANGER
357,"Saya kecewa sekali dengan halodoc,saya melakukan checkout utk pengiriman obat,tidak bisa pengiriman obat instan alasan jarak lebih dari 20 km,obat TDK tersedia,dikota begini ga mgkn TDK ada apotik yg tersedia.saya pakai halodoc karena mau segera dapat penanganan urgent langsung dan obat kalau obat dikirim SD 3 /4 hari buat apa disini,lebih baik ke rumah sakit langsung.chat ke pengaduan jawaban selalu sama tidak ada solusi sama sekali,jawaban robot semua.kecewa sey.mgkn terakhir pakai jasa ini.",SADNESS
358,"Parah sih nih aplikasi psen obat urgen harus nya toko obat ny nyari yg deket sm lokasi pesanan biar d krim pake grab atau gojek bukan pake expedisi harus nunggu lama,keburu parah yg sakit ,tolong d perbaiki lagi",SADNESS
359,Sangat baik dan ramah.. banyak pertanyaan dan di jawap pula.. trimakai banyak Bu dok... Trimakai juga buat hallo dok...,HAPPINESS
360,"Dokternya ramah""",HAPPINESS
361,"Aplikasi Butut, aplikasi mapsnya gak bisa seting alamat, pengiriman telat 30 menit dari estimasi, lama lebih parah dari antrian mie gacoan,",ANGER
362,Baru login malah stuck aplikasinya gabisa apa apa kaya freeze. Device yg dipake samsung A30 4/64GB.,SADNESS
363,Sangat membantu sekali dgn aplikasi ini yg bs berkonsultasi langsung dgn dokternya. Bagi yg sdg bepergian jauh tdk perlu bingung kalau kondisi sdg tdk fit,HAPPINESS
364,"Sangat tidak rekomendasi, tidak bisa di buru buru sangat lama pengiriman",SADNESS
365,"Dokternya sangat informatif, untuk harga produk resep agak mahal dibandingkan beli di apotik langsung",SADNESS
366,Saya kira di mainin komputer aja ternyata langsung ke dokternya,SADNESS
367,Ok banget disaat sakit bisa dari rumah untuk berkonsultasi,HAPPINESS
368,Sangat kecewa . Sudah menunggu 2 hari tiba2 pesanan dibatalkan . Jika memang stock tidak ada kenapa pesanan diterima . Haduhhh,SADNESS
369,"Respon yang cepat tanggap, sangat membantu sekali untuk saya 👏👏",HAPPINESS
370,bagus banget,HAPPINESS
371,Pop up maksa nya tolong diilangin,ANGER
372,"Super duper lelet, saya pesan obat dari jam 9kurang sampek jam 12siang blm di antar, padahal pilih instan yg 1jam ongkir lebih mahal tp sama saja penanganan nya lelet . Tidak ada filter utk masalah tsb, di pukul rata pengiriman nya. Klinada bintang 0 sudah bintang 0 ajah !!!",SADNESS
373,sangat sangat membantu,HAPPINESS
374,nice,HAPPINESS
375,"Cepet bgt pakai ini, pas buat anak introvert dan kos, ga perlu dianter2. Smga memuaskan hasilnya",HAPPINESS
376,Mantapp,HAPPINESS
377,bermanfaat sekali,HAPPINESS
378,helpfull untuk aku yang mager jalan ke dokter. dokternya informatif semua,HAPPINESS
379,Dokternya ramah..jadi enak kontrolnya...,HAPPINESS
380,Oke,HAPPINESS
381,"Pembelian obat tidak bisa memilih apotik,dapat apotik dari aplikasi selalu yang jarak jauh. Waktu tempuh sampai 90 menit lebih. Mungkin bisa dibuat opsi untuk pemilihan apotik terdekat. Karna kita beli pakai aplikasi biar memudahkan dan mempersingkat Bukan malah makin lama.",SADNESS
382,Tolong diperbaiki aplikasi nya lemot bgt sampe hp saya ikutan lemot :( udah coba install ulang jg. Hp saya 8/128 buka grab/gojek bahkan genshin impact aja lancar. Cuma halodoc aja yg lemot,SADNESS
383,"Sangat membantu banget, Untuk konsultasi. Pengarahannya juga baik yah, sabar menjawabnya. Untuk yang bingung punya masalah kesehatan, mau nanya siapa, di halodoc cocok.",HAPPINESS
384,Respons dokter nya Baik²,HAPPINESS
385,Cukup bagus halodoc aplikasinya untuk pemesanan obat.,HAPPINESS
386,Dokter gak ada respon sama sekali buang buang uang doang,ANGER
387,"Nyaman banget buat konsultasi buat aku yang kalau mikir lemot wkwkwk kalau lewat chat kan bisa berpikir lama, beda kalau offline hanya beberapa menit jadi nge-blank dulu mau tanya apa sampai lupa, ingatnya kalau udah selesai. Sering-sering adain promo dong halodoc",HAPPINESS
388,"App bagus, konsultasi dokter & beli obat disini jadi ringkes gak pake ribet 👍🏽👍🏽",HAPPINESS
389,cukup membantu dan solutif,HAPPINESS
390,"Dokternya ramah2, suka dech",HAPPINESS
391,Dokternya cepat merespon,HAPPINESS
392,Sangat membantu ketika bingung harus konsultasi ke mana bisa online,HAPPINESS
393,Sangat membantu.,HAPPINESS
394,suka tp kadang ada kendala agak kecawa,SADNESS
395,"kenapa selalu di waktu pembayarannya itu ada kendala, harus diperbarui padahal sudah di perbarui, nyusahin",SADNESS
396,Sangat membantu di kala cuaca buruk dan tdk bs keluar rumah,HAPPINESS
397,pelayanan nya cepet,HAPPINESS
398,"Good pelayanan memuaskan, dokternya sangat ramah",HAPPINESS
399,"Sangat membantu saat sakit di luar kota, tidak tahu harus Konsul ke dokter siapa. Pilihan yg tepat untuk konsultasi",HAPPINESS
400,buruk.. pesanan gak diterima cuma bisa baik.. saya beli obat karena anak saya butuh malam2 demam .. disuruh nunggu 3 hari gk juga ada kejelasan kecewa saya halodoc padahal sering make ini kalau salah kirim proses lama obat gk sampe2 solusi gk ddpt,SADNESS
401,"Mengecewakan halodoc saya mau vaksinasi tahap 1 driver thru gojek untuk tgl 3 juni 20121 tp hrs bwt janji lwat aplikasi ini,sudah bwat janji selang beberapa detik buat janji dibatalkan terus sampe 4x,salah di mana ini,trus chat engine ga nyambung saya sudah jawab pertanyaan sesuai perintah tp di ulang"" terus pertanyaan,Apk nya kurang pintar mesti bayak di improvement servernya,SDM,jgn asal-asalan buat aplikasi.ditambah kersama dengan gojek di aplikasi ga bisa dihubungi lwat WA",ANGER
402,"Bagus pelayanan nya ,dan terjangkau ,☺️",HAPPINESS
403,sulit sekali melakukan pembayaran,SADNESS
404,"Untuk pembelian obat waktu pembayaran terlalu singkat, jadi harus ke atm dulu baru bisa membuat pesanan. Begitu sampai atm alamat tiba2 pindah sendiri jadi bikin bingung kurir nya.",SADNESS
405,"Sangat membantu, bagi yang mageran buat pergi keDokter hehe",HAPPINESS
406,"Good, cepat, mudah, lengkap",HAPPINESS
407,Apl ini sangat membantu sekali,HAPPINESS
408,"Aplnya bagus 100 persen, tp aku bingung ya allah kmn aku hrs beli obatnya ? Di apotek sini ga boleh dibeli krn resep dokter tp pas ku tunjukin resep dokter digital katanya ttp ga bisa. aku cuma oengen sembuhh ya allah :(((",SADNESS
